Tree_Sp_Name,Eq_0,Eq_1,Eq_2,Eq_3,Eq_4,Eq_5,Eq_6,Eq_7,Eq_8,Eq_9,Eq_10,Eq_11,Eq_12,Eq_13,Eq_14,Eq_15,Eq_16,Eq_17,Eq_18,Eq_19,Eq_20,Eq_21,Eq_22,Eq_23,Eq_24,Eq_25,Eq_26,Eq_27,Eq_28,Eq_29,Eq_30,Eq_31,Eq_32,Eq_33,Eq_34,Eq_35,Eq_36,Eq_37,Eq_38,Eq_39,Eq_40,Eq_41,Eq_42,Eq_43,Eq_44,Eq_45,Eq_46,Eq_47,Eq_48,Eq_49
Species
Discoglossus_jeanneae,Discoglossus_galganoi_jeanneae
Discoglossus_nigriventer
Allobates_alessandroi,Colostethus_alessandroi
Allobates_cepedai,Colostethus_cepedai
Allobates_picachos,Colostethus_picachos,Colostethus_picacho
Allobates_rufulus,Dendrobates_rufulus,Epipedobates_rufulus
Allobates_spumaponens,Colostethus_sumtuosus
Anomaloglossus_atopoglossus,Colostethus_atopoglossus
Anomaloglossus_confusus
Anomaloglossus_lacrimosus,Colostethus_lacrimosus
Leptopelis_barbouri,Leptopelis_johnstoni,Megalixalus_flavomaculatus,Hyperolius_flavomaculatus,Rappia_flavomaculata,Hylambates_johnstoni
Bombina_pachypus,Bombinator_pachypus
Brachycephalus_atelopoide,Brachycephalus_ephippium_atelopoide
Brachycephalus_Izecksohni
Ischnocnema_bilineata
Ischnocnema_Izecksohni
Ischnocnema_paulodutrai,Eleutherodactylus_paulodutrai
Ischnocnema_ramagii,Eleutherodactylus_ramagii,Hylodes_ramagii
Ischnocnema_vinhai,Eleutherodactylus_vinhai
Bufo_pentoni,Bufo_pentoni_pentoni,Amietophrynus_pentoni
Bufo_tihamicus,Amietophrynus_tihamicus,Bufo_pentoni_tihamicus
Adenomus_dasi,Bufo_dasi,Bufo_kandianus
Amietophrynus_asmarae,Bufo_asmarae
Amietophrynus_blanfordii,Bufo_blanfordii,Bufo_somalicus,Bufo_sibiliai,Bufo_viridis_somalacus
Amietophrynus_brauni,Bufo_brauni
Amietophrynus_buchneri,Bufo_buchneri,Bufo_decorsei
Amietophrynus_camerunensis,Bufo_camerunensis,Bufo_cameronensis_cameronensis,Bufo_camerunensis_poensis,Bufo_camerunensis_camerunensis
Amietophrynus_chudeaui,Bufo_chudeaui
Amietophrynus_cristiglans,Bufo_togoensis,Sclerophrys_cristiglans,Amietophrynus_togoensis,Bufo_christiglans,Bufo_cristiglans
Amietophrynus_danielae,Bufo_danielae
Amietophrynus_djohongensis,Bufo_funereus_djohongensis,Bufo_djohongensis
Amietophrynus_fuliginatus,Bufo_funereus_upembae,Bufo_fuliginatus,Bufo_funereus_fuliginatus
Amietophrynus_funereus,Bufo_benguellensis,Bufo_funereus,Bufo_funereus_funereus,Bufo_funereus_berghei,Bufo_berghei
Amietophrynus_garmani,Bufo_garmani,Bufo_pseudogarmani,Bufo_regularis_humbensis,Bufo_bisidanae,Bufo_garmani_pseudogarmani,Bufo_garmani_garmani
Amietophrynus_gracilipes,Bufo_funereus_gracilipes,Bufo_gracilipes,Bufo_petiti
Amietophrynus_gutturalis,Bufo_gutturalis,Bufo_regularis_gutturalis,Bufo_regularis_ngamiensis,Bufo_ngamiensis
Amietophrynus_kassasii,Bufo_kassasii
Amietophrynus_kerinyagae,Bufo_kerinyagae_kerinyagae,Bufo_kerinyagae_ethiopicae,Bufo_kerinyagae
Amietophrynus_kisoloensis,Bufo_kisoloensis,Bufo_regularis_marakwetensis,Bufo_regularis_kisoloensis
Amietophrynus_langanoensis,Bufo_langanoensis
Amietophrynus_latifrons,Bufo_latifrons,Bufo_latifrons_mayombensis,Bufo_latifrons_latifrons
Amietophrynus_lemairii,Bufo_lemairii
Amietophrynus_maculatus,Bufo_maculatus,Bufo_regularis_maculatus
Amietophrynus_mauritanicus,Bufo_mauritanicus
Amietophrynus_pantherinus,Bufo_pantherinus,Bufo_cruciger
Amietophrynus_pardalis,Bufo_pardalis,Bufo_regularis_pardalis
Amietophrynus_perreti,Bufo_perreti
Amietophrynus_poweri,Bufo_regularis_poweri,Bufo_poweri
Amietophrynus_rangeri,Bufo_rangeri,Bufo_regularis_rangeri
Amietophrynus_reesi,Bufo_reesi
Amietophrynus_regularis,Bufo_regularis,Rana_mosaica,Bufo_buccinator,Bufo_sauvagei,Bufo_guineensis,Bufo_regularis_regularis,Bufo_neglectus,Bufo_nubicus,Bufo_amoenus
Amietophrynus_steindachneri,Bufo_incertus,Bufo_steindachneri
Amietophrynus_superciliaris,Amietophrynus_superciliaris_chevalieri,Bufo_superciliaris,Bufo_laevissimus,Bufo_chevalieri
Amietophrynus_taiensis,Bufo_taiensis,Bufo_amieti
Amietophrynus_togoensis,Bufo_togoensis,Sclerophrys_cristiglans,Amietophrynus_cristiglans,Bufo_christiglans,Bufo_cristiglans
Amietophrynus_tuberosus,Bufo_polycercus,Bufo_polycerus,Bufo_tuberosus
Amietophrynus_turkanae,Bufo_turkanae
Amietophrynus_urunguensis,Bufo_urunguensis
Amietophrynus_villiersi,Bufo_villiersi
Amietophrynus_vittatus,Bufo_vittatus
Amietophrynus_xeros,Bufo_xeros,Bufo_wazae
Andinophryne_atelopoides,Bufo_atelopoides
Andinophryne_colomai
Andinophryne_olallai
Bufo_tibetanus,Bufo_bufo_wrighti,Bufo_andrewsi,Bufo_gargarizans_minshanicus,Bufo_wolongensis,Bufo_bufo_miyakonis,Bufo_japonicus_gargarizans,Bufo_sinicus,Bufo_griseus,Bufo_gargarizans_popei,Bufo_japonicus_miyakonis,Bufo_vulgaris_chinensis,Bufo_bufo_gargarizans,Bufo_bufo_sachalinensis,Bufo_minshanicus,Bufo_asiaticus_gargarizans,Bufo_bufo_minshanicus,Bufo_asiaticus,Bufo_gargarizans_miyakonis,Bufo_bufo_andrewsi,Bufo_sachalinensis,Bufo_vulgaris_asiatica,Bufo_bufo_asiaticus,Bufo_gargarizans_andrewsi,Bufo_kabischi,Bufo_wrighti,Bufo_vulgaris_sachalinensis
Crepidophryne_chompipe
Crepidophryne_epiotica,Crepidius_epioticus,Nannophryne_epiotica,Bufo_epioticus
Crepidophryne_guanacaste
Dendrophryniscus_bokermanni,Amazonella_bokermanni
Dendrophryniscus_minutus,Atelopus_minutus,Amazonella_minutus
Duttaphrynus_arabicus,Bufo_arabicus,Bufo_orientalis,Amietophrynus_arabicus,Bufo_viridis_orientalis,Bufo_pantherinus,Bufo_viridis_arabicus,Duttaphrynus_arabica
Duttaphrynus_atukoralei,Bufo_atukoralei
Duttaphrynus_cyphosus,Bufo_himalayanus,Bufo_cyphosus,Bufo_melanostictus_himalayanus,Bufo_abatus
Duttaphrynus_dodsoni,Amietophrynus_dodsoni,Bufo_dodsoni,Bufo_brevipalmata
Duttaphrynus_pariet_alis
Incilius_intermedius,Bufo_monksiae,Ollotis_intermedia,Rhinella_intermedia,Phrynoidis_intermedius,Ollotis_occidentalis,Bufo_intermedius,Cranopsis_intermedia,Bufo_occidentalis,Cranopsis_occidentalis
Melanophryniscus_orejasmirandai,Atelopus_pachyrhynus
Pedostibes_everetti,Pedostibes_rugosus,Rentapia_rugosus,Nectophryne_everetti
Pedostibes_hosii,Nectophryne_hosii,Pedostibes_hosei
Pedostibes_kempi,Nectophryne_kempi
Pedostibes_rugosus,Pedostibes_everetti,Rentapia_rugosus,Nectophryne_everetti
Peltophryne_fracta,Bufo_guentheri_fractus,Peltaphryne_guentheri_fracta,Bufo_fractus,Bufo_guntheri,Bufo_guentheri,Bufo_guentheri_guentheri,Peltaphryne_guentheri_guentheri
Phrynoidis_aspera,Bufo_obscurus,Phrynoides_asper,Pseudobufo_obscurus,Cyclogaster_borneensis,Bufo_verrucigerus,Bufo_asper,Nectes_obscurus
Phrynoidis_juxtaspera,Bufo_juxtasper
Pseudepidalea_balearica,Bufo_variabilis_balaerica,Bufo_viridis_balearicus,Bufo_variabilis_balearica,Bufo_balearicus
Pseudepidalea_boulengeri,Bufo_hemprichi,Bufo_boulengeri
Pseudepidalea_brongersmai,Bufo_brongersmai
Pseudepidalea_latastii,Bufo_siachinensis,Bufo_latastii_latastii,Bufo_latastii
Pseudepidalea_luristanica,Bufo_luristanica,Bufo_surdus_luristanicus
Pseudepidalea_oblonga,Bufo_oblongus_danatensis,Bufo_danatensis_danatensis,Bufo_oblonga,Bufo_viridis_oblongus,Bufo_viridis_asiomontanus,Bufo_danatensis,Bufotes_oblongus_danatensis,Bufo_oblongus_oblongus,Bufo_latastii_oblongus,Bufotes_oblongus_oblongus
Pseudepidalea_pewzowi,Pseudepidalea_taxkorensis,Bufo_tianschanicus,Bufo_viridis_strauchi,Bufo_danatensis_taxkorensis,Bufo_pewzowi_strauchi,Bufo_danatensis_pewzowi,Bufo_viridis_nouettei,Bufo_viridis_unicolor,Bufo_pewzowi_taxkorensis,Bufo_pewzowi,Bufo_viridis_pewzowi,Bufo_nouettei,Bufo_viridis_grumgrzimailoi,Bufo_taxkorensis
Pseudepidalea_pseudoraddei,Bufo_pseudoraddei,Bufo_viridis_pseudoraddei,Bufo_latastii_pseudoraddei,Bufo_danatensis_pseudoraddei,Bufo_pseudoraddei_pseudoraddei,Bufotes_pseudoraddei_pseudoraddei
Pseudepidalea_raddei,Strauchophryne_raddei,Bufo_variabilis_amurensis,Bufo_koslovi,Bufo_viridis_asiaticus,Bufo_brevipes,Bufo_raddei,Bufo_raddei_pleskei,Bufo_raddei_przewalskii
Pseudepidalea_sicula,Bufo_siculus,Bufotes_boulengeri_siculus
Pseudepidalea_surda,Bufo_surdus,Bufo_viridis_persica,Bufo_persicus,Bufo_surdus_annulatus,Bufotes_surdus_annulatus,Bufotes_surdus_surdus,Bufo_surdus_surdus
Pseudepidalea_turanensis,Bufo_turanensis,Bufo_viridis_turanensis
Pseudepidalea_variabilis,Bufo_bufonina,Bufo_viridis_kermanensis,Bufo_viridis_kavirensis,Bufo_kavirensis,Bufo_bufina,Bufotes_variabilis_variabilis,Epidalea_variabilis,Bufotes_kavirensis,Rana_bufina,Bufo_variabilis,Bufotes_variabilis_kermanensis,Bufo_variabilis_kermanensis,Rana_variabilis,Phrynoidis_variabilis
Pseudepidalea_viridis,Bufo_viridis_crucigera,Bufo_viridis_viridis,Epidalea_viridis,Bufo_roseus,Bufo_schreberianus,Bufo_variabilis_crucigera,Rana_sitibunda,Bufo_sitibundus,Bufo_variabilis_sitibunda,Bufo_viridis,Rana_picta
Pseudepidalea_zamdaensis,Bufo_zamdaensis
Pseudepidalea_zugmayeri,Bufo_viridis_zugmayeri,Bufo_zugmayeri,Bufo_latastii_zugmayeri
Rhinella_abei,Chaunus_abei,Bufo_abei
Rhinella_boulengeri,Phryniscus_proboscideus,Rhamphophryne_proboscidea,Dendrophryniscus_boulengeri,Atelopus_proboscideus,Rhinella_proboscidea
Rhinella_ceratophrys,Rhaebo_ceratophrys,Bufo_ceratophrys
Rhinella_fernandezae,Bufo_granulosus_fernandezae,Bufo_fernandezae,Chaunus_fernandezae
Rhinella_jimi,Bufo_jimi,Chaunus_jimi
Rhinella_martyi
Rhinella_paraguayensis
Rhinella_pombali,Bufo_melanotis,Bufo_stellatus,Bufo_cinctus,Bufo_crucifer_melanotis,Chaunus_crucifer,Otolophus_cinctus,Bufo_semilineatus,Bufo_crucifer,Bufo_crucifer_stellata,Bufo_pombali
Rhinella_schneideri,Chaunus_schneideri,Bufo_marinus_paracnemis,Chaunus_diptychus,Bufo_pisanoi,Bufo_paracnemis,Bufo_schneideri,Bufo_diptychus
Rhinella_Truebae
Xanthophryne_koynayensis,Bufo_sulphureus,Bufo_koynayensis
Xanthophryne_tigerina
Centrolene_altitudinale,Centrolene_altitudinalis,Centrolenella_altitudinalis
Centrolene_audax,Centrolenella_audax,Centrolene_fernandoi,Espadarana_fernandoi
Centrolene_bacatum
Centrolene_daidaleum,Cochranella_daidalea
Centrolene_durrellorum
Centrolene_fernandoi,Centrolenella_audax,Centrolene_audax,Espadarana_fernandoi
Centrolene_geckoideum
Centrolene_gemmatum,Centrolenella_gemmata
Centrolene_guanacarum
Centrolene_hesperium,Centrolenella_hesperia
Centrolene_huilense
Centrolene_litorale,Centrolene_litoralis
Centrolene_notostictum
Centrolene_peristictum,Centrolenella_peristicta
Centrolene_pipilatum,Centrolenella_pipilata
Centrolene_scirtetes,Centrolenella_scirtetes
Cochranella_adenocheira
Cochranella_balionota,Centrolenella_balionota,Centrolene_balionotum
Cochranella_croceopodes,Rulyrana_tangarana,Cochranella_saxiscandens,Cochranella_tangarana
Cochranella_megista,Centrolenella_megistra,Nymphargus_megista,Cochranella_megistra,Centrolenella_megista
Cochranella_orejuela,Rulyrana_orejuela,Teratohyla_sornozai,Centrolenella_orejuela
Cochranella_ritae,Centrolene_ritae,Centrolenella_oyampiensis,Centrolenella_ametarsia,Cochranella_oyampiensis,Vitreorana_oyampiensis,Cochranella_ametarsia,Centrolenella_ritae
Nymphargus_puyoensis,Centrolene_mariae,Cochranella_puyoensis,Centrolene_puyoense,Centrolenella_mariae,Cochranella_mariae,Centrolenella_puyoensis
Nymphargus_Truebae
Rulyrana_erminea
Rulyrana_tangarana,Cochranella_croceopodes,Cochranella_saxiscandens,Cochranella_tangarana
Vitreorana_oyampiensis,Centrolene_ritae,Cochranella_ritae,Centrolenella_oyampiensis,Centrolenella_ametarsia,Cochranella_oyampiensis,Cochranella_ametarsia,Centrolenella_ritae
Hyalinobatrachium_crurifasciatum,Hyla_cappellei,Hylella_cappellei,Hyalinobatrachium_eccentricum,Hyalinobatrachium_ignioculus,Centrolenella_cappellei
Hyalinobatrachium_eccentricum,Hyla_cappellei,Hylella_cappellei,Hyalinobatrachium_ignioculus,Centrolenella_cappellei,Hyalinobatrachium_crurifasciatum
Hyalinobatrachium_ignioculus,Hyla_cappellei,Hylella_cappellei,Hyalinobatrachium_eccentricum,Centrolenella_cappellei,Hyalinobatrachium_crurifasciatum
Hyalinobatrachium_ruedai
Ingerana_baluensis,Cornufer_baluensis,Micrixalus_baluensis
Batrachylodes_elegans
Batrachylodes_gigas
Batrachylodes_mediodiscus
Batrachylodes_minutus
Batrachylodes_montanus
Batrachylodes_trossulus
Batrachylodes_vertebralis,Chaperina_friedericii
Batrachylodes_wolfi,Sphenophryne_wolfi
Ceratobatrachus_guentheri
Discodeles_bufoniformis,Rana_bufoniformis_bufoniformis,Rana_bufoniformis
Discodeles_guppyi,Rana_guppyi
Discodeles_malukuna,Discodeles_malekuna,Rana_malukuna
Discodeles_opisthodon,Rana_opisthodon
Discodeles_vogti,Rana_vogti,Discodeles_ventricosus,Rana_ventricosus
Palmatorappia_solomonis,Hypsirana_heffernani,Hylella_solomonis
Platymantis_acrochordus,Platymantis_acrochorda
Platymantis_aculeodactylus,Platymantis_aculeodactyla
Platymantis_adiastolus,Platymantis_adiastola
Platymantis_admiraltiensis
Platymantis_akarithymus
Platymantis_batantae
Platymantis_bimaculatus
Platymantis_boulengeri,Platymantis_rhipiphalcus
Platymantis_browni
Platymantis_bufonulus
Platymantis_caesiops
Platymantis_cheesmanae,Cornufer_cheesmani
Platymantis_cryptotis,Platymantis_cryptotis_cryptotis,Platymantis_cryptotis_yapeni
Platymantis_desticans
Platymantis_gilliardi
Platymantis_guppyi
Platymantis_latro
Platymantis_macrops
Platymantis_macrosceles
Platymantis_magnus
Platymantis_mamusiorum
Platymantis_manus
Platymantis_mimicus
Platymantis_myersi
Platymantis_nakanaiorum
Platymantis_neckeri
Platymantis_nexipus
Platymantis_papuensis,Cornufer_rugata_rubristriatus,Platymantis_rubristriatus,Platymantis_papuensis_papuensis,Rana_moszkowskii,Cornufer_corrugatus_rubristriatus,Cornufer_rubristriatus,Cornufer_papuensis_papuensis,Cornufer_moszkowskii,Platymantis_papuensis_occidentalis,Platymantis_corrugata_papuensis
Platymantis_parilis
Platymantis_parkeri,Cornufer_parkeri_bukanensis,Cornufer_parkeri_parkeri,Platymantis_parkeri_bukanensis,Platymantis_parkeri_parkeri,Platymantis_parkeri_bukaensis
Platymantis_pelewensis,Platymantis_plicifera_pelewensis,Platymantis_corrugata_pelewensis
Platymantis_punctatus,Rana_beauforti,Platymantis_punctata,Cornufer_beauforti,Platymantis_beauforti
Platymantis_schmidti,Platymantis_papuensis_schmidti
Platymantis_solomonis,Rana_solomonis
Platymantis_sulcatus
Platymantis_vitianus,Platymantis_unilineata,Halophila_heros,Cornufer_unilineatus,Rana_vitianus,Hylodes_heros,Hylodes_vitianus,Cornufer_heros
Platymantis_vitiensis,Halophilus_vitiensis,Halophila_vitiensis,Hylodes_chryseus,Cornufer_intermedius,Halophila_chryseus
Platymantis_weberi,Cornufer_papuensis_weberi,Platymantis_papuensis_weberi
Platymantis_wuenscheorum
Atelognathus_grandisonae,Telmatobius_grandisonae
Atelognathus_jeinimenensis,Atelognathus_ceii,Telmatobius_nitoi,Atelognathus_salai
Ceuthomantis_Duellmani
Craugastor_jota,Hylodes_habenatus,Hylodes_podiciferus,Lithodytes_muricinus_habenatus,Hylodes_muricinus,Lithodytes_muricinus_muricinus,Lithodytes_muricinus,Eleutherodactylus_podiciferus,Eleutherodactylus_jota,Lithodytes_habenatus,Lithodytes_podiciferus
Alsodes_Barrioi
Alsodes_laevis
Eupsophus_queulensis
Odontophrynus_Barrioi
Odontophrynus_salvatori,Proceratophrys_salvatori
Proceratophrys_phyllostoma
Crossodactylodes_Izecksohni
Cycloramphus_Izecksohni
Zachaenus_carvalhoi
Zachaenus_parvulus,Cystignathus_parvulus,Ceratophrys_fusciventris,Oocormus_microps,Leptodactylus_parvulus
Colostethus_ramirezi
Ameerega_andina,Dendrobates_andinus,Epipedobates_andinus
Ameerega_erythromos,Hyloxalus_erythromos,Dendrobates_erythromos,Phyllobates_erythromos,Epipedobates_erythromos
Ameerega_labialis,Hylaplesia_labialis,Dendrobates_labialis,Epipedobates_labialis
Ameerega_maculata,Dendrobates_trivittatus_maculata,Dendrobates_maculatus
Ameerega_peruviridis
Ameerega_smaragdina,Epipedobates_petersi,Phyllobates_smaragdina,Dendrobates_smaragdinus,Phyllobates_petersi,?_smaragdinus,Dendrobates_petersi,Epipedobates_smaragdinus
Ameerega_yungicola,Epipedobates_yungicola
Colostethus_alacris,Leucostethus_alacris
Colostethus_argyrogaster,Hyloxalus_argyrogaster
Colostethus_brachistriatus
Colostethus_craspedoceps,Allobates_craspedoceps,Holoxalus_craspedoceps
Colostethus_dysprosium,Leucostethus_dysprosium
Colostethus_fraterdanieli
Colostethus_fugax
Colostethus_yaguara,Leucostethus_yaguara
Ranitomeya_abdita,Minyobates_abditus,Dendrobates_abditus
Ranitomeya_altobueyensis,Dendrobates_altobueyensis,Minyobates_altobueyensis
Ranitomeya_biolat,Dendrobates_sirensis,Dendrobates_biolat,Ranitomeya_lamasi,Dendrobates_lamasi
Ranitomeya_bombetes,Minyobates_bombetes,Dendrobates_bombetes
Ranitomeya_claudiae,Dendrobates_claudiae,Dendrobates_mimulus
Ranitomeya_daleswansoni,Dendrobates_daleswansoni
Ranitomeya_dorisswansonae,Dendrobates_dorisswansoni,Ranitomeya_dorisswansoni
Ranitomeya_Duellmani
Ranitomeya_fulgurita,Minyobates_fulguritus,Dendrobates_fulguritus
Ranitomeya_ignea,Dendrobates_igneus,Dendrobates_tinctorius_igneus,Dendrobates_reticulatus
Ranitomeya_intermedia,Dendrobates_imitator_yurimaguensis,Dendrobates_imitator,Dendrobates_imitator_intermedius
Ranitomeya_lamasi,Dendrobates_sirensis,Dendrobates_biolat,Ranitomeya_biolat,Dendrobates_lamasi
Ranitomeya_minuta,Dendrobates_minutus,Dendrobates_shrevei,Dendrobates_minutus_minutus,Minyobates_minutus
Ranitomeya_opisthomelas,Dendrobates_opisthomelas,Minyobates_opisthomelas
Ranitomeya_rubrocephala
Ranitomeya_Summersi
Ranitomeya_tolimensis,Ranitomeya_tolimense
Ranitomeya_viridis,Minyobates_viridis,Dendrobates_viridis
Ranitomeya_virolinensis,Minyobates_virolinensis,Dendrobates_virolinensis,Ranitomeya_virolensis
Hyloxalus_peruvianus,Phyllobates_peruvianus,Colostethus_peruvianus
Hyloxalus_whymperi,Colostethus_whimperi,Protherapis_whymperi,Phyllobates_whymperi
Euphlyctis_mudigere
Fejervarya_andamanensis,Rana_gracilis_andamanensis,Rana_limnocharis_andamanensis,Rana_andamanensis,Limnonectes_andamanensis,Fejervarya_andamensis,Euphlyctis_limnocharis_andamanensis
Fejervarya_brevipalmata,Euphlyctis_limnocharis_brevipalmata,Limnonectes_brevipalmatus,Zakerana_brevipalmata,Rana_limnocharis_parvipalmata,Dicroglossus_brevipalmatus,Rana_brevipalmata
Fejervarya_caperata,Zakerana_caperata
Fejervarya_granosa,Zakerana_granosa
